First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Jack,Shore,Tank,"5' 8""",135 lbs.,"71.0""",Orthodox,17,1,0,
Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1,
Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1,
Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0,
Ronal,Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0,
Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,
Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0,
Serhiy,Sidey,,--,135 lbs.,--,,8,1,0,
Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0,
Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0,
Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,
Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0,
Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0,
Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1,
Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0,
Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0,
Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3,
Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0,
Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0,
Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1,
Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1,
Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0,
Erick,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,
Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1,
Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0,
Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0,
Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,
Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,12,5,0,
Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,
Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0,
Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,13,5,2,
Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23,9,0,
Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0,
Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0,
Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,15,5,1,
Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0,
Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0,
Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,0,
Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,2,0,
Janaina,Silva,Jana Popozinha,--,115 lbs.,--,,5,0,0,
Jhonata,Silva,,--,125 lbs.,--,,8,1,0,
Jean,Silva,Lord Assassin,--,145 lbs.,--,,10,2,0,
Danny,Silva,Puma,--,145 lbs.,--,,7,1,0,
Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,29,5,0,
Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0,
Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,
Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,
Sim,Kai Xiong,Kobra,"5' 5""",125 lbs.,"66.0""",Orthodox,5,1,0,
Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0,
Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,20,4,0,
Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0,
Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1,
Marlon,Sims,,--,170 lbs.,--,,3,4,0,
Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,
Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,
Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,
Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0,
Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,
Rana Rudra Pratap,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0,
Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,
Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0,
Gian,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0,
Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0,
AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0,
Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0,
Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0,
Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,
Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0,
Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0,
Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0,
Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,
Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3,
Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0,
Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2,
Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0,
Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0,
Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0,
Eric,Smith,,--,--,--,Southpaw,1,1,0,
Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0,
David,Smith,,--,155 lbs.,--,,5,1,0,
Adam,Smith,,--,--,--,,0,3,0,
Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,
Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0,
Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,36,18,0,
Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0,
Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0,
Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,
Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0,
Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0,
Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0,
Braxton,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0,
Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,
Justin,Smitley,,--,145 lbs.,--,,10,7,1,
Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,
Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0,
Cameron,Smotherman,The Baby-Faced Killer,--,135 lbs.,--,,8,3,0,
Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0,
Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,
Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0,
Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,
Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1,
Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0,
Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0,
Alexander,Soldatkin,,--,--,--,,14,3,0,
Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,
Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,
Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,
Paul,Song,,--,185 lbs.,--,,2,2,0,
Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,19,7,0,
Song,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,20,7,1,
Emrah,Sonmez,Anatolian Wolf,--,145 lbs.,--,,14,4,0,
Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1,
Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,
Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,
Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0,
Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0,
Punahele,Soriano,Puna,"5' 11""",185 lbs.,"72.0""",Southpaw,9,3,0,
Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,
Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0,
Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,
George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0,
Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0,
Alex,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1,
Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,
Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,
Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0,
Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0,
Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,
Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0,
Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0,
Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,
Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0,
Ketlen,Souza,Esquentadinha,"5' 3""",125 lbs.,"63.0""",Orthodox,13,4,0,
Charon,Spain,,"5' 9""",155 lbs.,--,,14,26,0,
Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0,
Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0,
Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,21,8,0,
Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0,
Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0,
Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,
Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0,
Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0,
Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0,
Nick,Sperling,,--,135 lbs.,--,,3,4,0,
Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0,
Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0,
Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1,
Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0,
Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,16,3,0,
Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0,
Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0,
Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0,
Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,
Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0,
Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0,
Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0,
Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,6,1,
Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0,
Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,
Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0,
Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0,
Lucas,Stark,,--,155 lbs.,--,,1,5,0,
Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0,
Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1,
Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0,
Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,
Adam,Steele,,--,170 lbs.,--,,0,1,0,
Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,
Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0,
Eric,Steenberg,,--,155 lbs.,--,,5,1,0,
Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0,
Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,
Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,
Jeremy,Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0,
Aljamain,Sterling,Funk Master,"5' 7""",135 lbs.,"71.0""",Orthodox,23,3,0,
Marc,Stevens,,"5' 9""",155 lbs.,--,,21,10,0,
Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0,
Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,
Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,
Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0,
Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,
Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1,
Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0,
Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0,
Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,
Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0,
Julija,Stoliarenko,,"5' 7""",125 lbs.,"66.0""",,10,8,2,
Dustin,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,14,5,0,
Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0,
Ken,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0,
Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0,
George,Stork,,"5' 10""",185 lbs.,--,,7,9,0,
Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,
Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,
Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,
Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,
Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,
Gennaro,Strangis,,--,--,--,,0,1,0,
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,27,5,0,
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,
Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,10,0,0,
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,5,0,
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,
Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,
Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,
Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,
Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,
Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,28,13,0,
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,
Oumar,Sy,,--,205 lbs.,--,,6,0,0,
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,
Kevin,Szaflarski,,--,260 lbs.,--,,10,1,0,
,,,,,,,,,,
Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,
Amber,Tackett,,--,115 lbs.,--,,1,3,0,
Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,
Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,6,3,0,
Junior,Tafa,The Juggernaut,"6' 3""",240 lbs.,"72.0""",Orthodox,4,1,0,
Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0,
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,
Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,14,0,0,
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,
Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,
Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,
Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,
Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,
Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,
Payton,Talbott,,--,135 lbs.,--,,5,0,0,
Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,
Murtaza,Talha,,--,205 lbs.,--,,6,0,0,
Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,
Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,
Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,
Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,
Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,
Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,
Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,
Kasey,Tanner,,--,135 lbs.,--,,6,0,0,
Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,
Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,
Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,19,9,0,
Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,
Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,
Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,
Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,19,9,0,
Ramon,Taveras,The Savage,--,145 lbs.,--,,7,1,0,
Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,
Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,
Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1,
Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,
Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,
Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,
J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,
James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,
Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,
Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33,9,0,
John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,
Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,
Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,
Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,
Herman,Terrado,,--,170 lbs.,--,,15,3,1,
Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,
David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,
James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,
Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,
David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,
Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,
Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,
Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,
Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,
Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,
Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,
Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,
Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,
Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,
Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,
Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,
Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,
Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,
James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,
Oli,Thompson,,"6' 1""",242 lbs.,--,Orthodox,17,10,0,
Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,17,6,1,
Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,
Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,
Josh,Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,
Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,
Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,
Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,
Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,5,1,
Brett,Tillis,,--,145 lbs.,--,,0,0,0,
Denis,Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,7,0,
Ryan,Tobar,,--,155 lbs.,--,,3,3,0,
Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,
